Year,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,Setting,Title,Status,Citation,StatusAltValue,EnactedDate,EffectiveDate
2011,TN,Tennessee,Nutrition,Correctional Facilities Farms Programs,Community,Prison Labor,Enacted,H305,1,1/1/2011 0:00,
2009,HI,Hawaii,Obesity,Menu Labeling,Community,Mixed use Transit Oriented Joint Development,Dead,S498,3,,
2011,MS,Mississippi,Nutrition,School Nutrition,School/After School,Sweetened Beverages and Syrups Tax,Dead,H414,3,,
2010,VT,Vermont,Nutrition,Appropriations,Restaurant/Retail,Economic Development,Enacted,S288,1,1/1/2010 0:00,
2009,ID,Idaho,Nutrition,Appropriations,Community,Rules of the Preferred Promotion Program,Enacted,R8144,1,1/1/2009 0:00,
2011,LA,Louisiana,Obesity,Appropriations,Community,Sales Tax and Water,Dead,S21,3,,
2011,WA,Washington,Obesity,Health Insurance Coverage,Medical and/or Hospital,Designation of the Medicaid Single State Agency,Dead,S5477,3,,
2007,UT,Utah,Nutrition,Incentives,Community,Department of Agriculture Amendments,Enacted,S47,1,1/1/2007 0:00,
2013,TX,Texas,Nutrition,Incentives,Community,Resolution,Introduced,HR1113,0,,
2011,MN,Minnesota,Physical Activity,Disabilities,School/After School,Education,Dead,S555,3,,
2010,NY,New York,Physical Activity,Built Environment and Street-Scale Design,Community,"Alterations in Traffic Patterns, Speed Restrictions",Enacted,R21373,1,1/1/2010 0:00,
2011,OR,Oregon,Physical Activity,Built Environment and Street-Scale Design,Community,Unsafe Operation of a Bicycle,Dead,H2602,3,,
2009,PA,Pennsylvania,Nutrition,Medical Care,Community,Parks,Dead,S185,3,,
2010,MA,Massachusetts,Obesity,Appropriations,School/After School,School Nutrition,Dead,S2314,3,,
2009,ND,North Dakota,Nutrition,Breastfeeding,Community,Breastfeeding,Enacted,S2344,1,1/1/2009 0:00,
2010,NC,North Carolina,Nutrition,Agriculture and Farming,Community,Department of Health and Human Services,Dead,S1288,3,,
2009,NY,New York,Obesity,Portion Size,School/After School,Availability of Healthy Food on School Property,Dead,S1446,3,,
2011,TX,Texas,Physical Activity,Built Environment and Street-Scale Design,Community,Texas Transportation Commission,Dead,H1105,3,,
2010,NY,New York,Physical Activity,Bicycling,Community,Passing a Bicycle on a Roadway,Dead,A10697,3,,
2009,WV,West Virginia,Obesity,Disparities/Equity,Early Care and Education,Early Education System,Enacted,R5522,1,1/1/2009 0:00,
2003,OR,Oregon,Nutrition,Food Assistance Programs,Community,An Act Making Appropriations<br>,Enacted,S500,1,1/1/2003 0:00,
2003,AR,Arkansas,Nutrition,School Nutrition,School/After School,House Concurrent Resolution<br>,Enacted,HCR1006,1,1/1/2003 0:00,
2011,NE,Nebraska,Obesity,Body Mass Index (BMI),School/After School,Children's Health Advisory Committee,Dead,L125,3,,
2009,OR,Oregon,Physical Activity,Incentives,Medical and/or Hospital,Insurer Healthy Behavior Awards,Enacted,S679,1,1/1/2009 0:00,
2011,MN,Minnesota,Physical Activity,Safe Routes to Schools,School/After School,Capital Improvements,Dead,S656,3,,
2008,CT,Connecticut,Obesity,Menu Labeling,Community,New and Expanded Bus Transportation Services,Enacted,H5734,1,1/1/2008 0:00,
2011,AZ,Arizona,Obesity,Disparities/Equity,School/After School,Mandatory School Daily Recess,Dead,S1417,3,,
2011,HI,Hawaii,Nutrition,Access to Healthy Foods,Medical and/or Hospital,Medicaid,Dead,H569,3,,
2003,NV,Nevada,Physical Activity,"Parks, Recreation and Trails",Community,State Board of Finance,Enacted,SB51,1,1/1/2003 0:00,
2012,TX,Texas,Nutrition,Farm Direct Foods,Community,GO TEXAN Partner Program Rules,Enacted,22109,1,1/1/2012 0:00,
2011,MD,Maryland,Obesity,Disparities/Equity,Community,Maryland Combating Childhood Obesity Grant Program,Dead,S829,3,,
2011,HI,Hawaii,Obesity,Appropriations,Community,Taxation,Dead,H833,3,,
2009,NJ,New Jersey,Nutrition,Agriculture and Farming,Community,Agricultural Fairs,Enacted,R18820,1,1/1/2009 0:00,
2009,ND,North Dakota,Nutrition,Access to Healthy Foods,Community,Sustainable Agriculture,Enacted,S2438,1,1/1/2009 0:00,
2009,IL,Illinois,Nutrition,Medical Care,Community,"Illinois Food, Farms, and Jobs Act",Dead,S15,3,,
2010,NM,New Mexico,Nutrition,Appropriations,Restaurant/Retail,Taxation and Food Purchases,Dead,S10,3,,
2009,MN,Minnesota,Nutrition,Appropriations,Community,Agriculture,Dead,S1507,3,,
2011,TX,Texas,Nutrition,Liability and Indemnity,Community,Rowlett Downtown Management District Creation,Enacted,S234,1,1/1/2011 0:00,
2011,LA,Louisiana,Physical Activity,Pedestrians/Walking,Community,Bicycles,Enacted,H513,1,1/1/2011 0:00,
2009,NE,Nebraska,Obesity,Appropriations,School/After School,School Accreditation,Enacted,R1691,1,1/1/2009 0:00,
2010,SC,South Carolina,Nutrition,Farmers Markets,Restaurant/Retail,Litigation Settlement,Dead,H4506,3,,
2009,WA,Washington,Physical Activity,Pedestrians/Walking,Community,A Regional Transportation Corridor Authority,Dead,S5493,3,,
2011,MD,Maryland,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Maryland Food and Nutrition Policy Council,Dead,H441,3,,
2010,IA,Iowa,Physical Activity,Physical Education Requirements,School/After School,Nonpublic School,Dead,S2185,3,,
2010,DC,District of Columbia,Nutrition,Disparities/Equity,Community,Hospital and Medical Services Corporation,Enacted,B567,1,1/1/2010 0:00,
2010,WA,Washington,Physical Activity,Built Environment and Street-Scale Design,Community,Local Electric Carts,Dead,H2588,3,,
2001,MA,Massachusetts,Physical Activity,Pedestrians/Walking,Community,Town of Andover Land Conveyance,Enacted,SB1045,1,1/1/2001 0:00,
2007,GA,Georgia,Physical Activity,Bicycling,Community,Senate Resolution,Enacted,SR411,1,1/1/2007 0:00,
2010,NJ,New Jersey,Nutrition,Appropriations,School/After School,School Meals,Dead,A1229,3,,
2011,WA,Washington,Obesity,Body Mass Index (BMI),Community,Rural Conservation Development Demonstration Projects,Dead,H1622,3,,
2011,NV,Nevada,Physical Activity,Appropriations,School/After School,Redevelopment Agencies,Enacted,S92,1,1/1/2011 0:00,
2012,NY,New York,Nutrition,Disparities/Equity,School/After School,An Act in Relation to Combating Incidences of Adult and Childhood Obesity,Dead,S7114,3,1/1/2012 0:00,
2015,NY,New York,Physical Activity,Bicycling,Early Care and Education,Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,SB1668,0,,
2011,MS,Mississippi,Nutrition,Food Assistance Programs,Restaurant/Retail,Fruits and Vegetables Sales Tax,Dead,H140,3,,
2010,CA,California,Nutrition,Correctional Facilities Farms Programs,Community,Health and Human Services: Federal Grant Opportunities,Dead,A70,3,,
2010,WA,Washington,Nutrition,Healthier Food Retail and Food Deserts,Community,Taxation,Enacted,S6143,1,1/1/2010 0:00,
2010,MD,Maryland,Nutrition,Appropriations,Restaurant/Retail,Agricultural Product Sales,Dead,H166,3,,
2011,HI,Hawaii,Obesity,Liability and Indemnity,Medical and/or Hospital,Tax Credits,Dead,H409,3,,
2009,CA,California,Nutrition,Medical Care,Community,Budget Act of 2009: Revisions,Enacted,A1d,1,1/1/2009 0:00,
2010,DC,District of Columbia,Nutrition,Appropriations,Community,Supermarket Tax Abatement,Enacted,R1050,1,1/1/2010 0:00,
2012,NM,New Mexico,Nutrition,Food Assistance Programs,Early Care and Education,Requirements And Licensing For Child Care Programs,Enacted,5989,1,12/31/2012 0:00,
2011,VA,Virginia,Nutrition,Access to Healthy Foods,School/After School,Virginia Grown Food Purchase,Dead,H1549,3,,
2009,NM,New Mexico,Physical Activity,Physical Education Requirements,School/After School,Curriculum and Standards,Enacted,R5102,1,1/1/2009 0:00,
2013,GA,Georgia,Obesity,Initiatives and Programs,Community,United Against Childhood Obesity Day at the Capitol,Enacted,SR657,1,1/1/2013 0:00,
2007,LA,Louisiana,Nutrition,Agriculture and Farming,Community,An Act Making Appropriations   <br>,Enacted,H1,1,1/1/2007 0:00,
2011,OK,Oklahoma,Physical Activity,Access to Recreational Opportunities,School/After School,Sales Tax,Dead,S728,3,,
2011,NH,New Hampshire,Nutrition,Fruits and Vegetables,Community,Definition of Local,Dead,LSR2226,3,,
2002,NJ,New Jersey,Obesity,Appropriations,Community,Redevelopment Plan Land Usage,Enacted,A2714,1,1/1/2002 0:00,
2011,PA,Pennsylvania,Obesity,Appropriations,Community,Recreational Land Liability,Dead,S469,3,,
2011,TN,Tennessee,Obesity,Incentives,Restaurant/Retail,Taxes,Dead,S521,3,,
2011,AR,Arkansas,Physical Activity,Disparities/Equity,Early Care and Education,Childhood Education Appropriation,Dead,H1671,3,,
2016,FL,Florida,Nutrition,School Nutrition,School/After School,Healthy Food Financing Initiative,Enacted,CSCSCSHB153,1,4/14/2016 0:00,7/1/2016 0:00
2011,CT,Connecticut,Physical Activity,Built Environment and Street-Scale Design,School/After School,Transportation and Road Violations,Enacted,H6540,1,1/1/2011 0:00,
2010,VT,Vermont,Obesity,Appropriations,Community,Motor Vehicles,Enacted,H540,1,1/1/2010 0:00,
2011,MD,Maryland,Physical Activity,Bicycling,Community,Transit Thresholds and Treatment Corridors,Dead,S623,3,,
2001,HI,Hawaii,Physical Activity,Public Safety,Community,Motor Vehicle Insurance Claims,Enacted,SB937,1,1/1/2001 0:00,
2011,VA,Virginia,Nutrition,Appropriations,School/After School,Appropriations,Dead,H29,3,1/1/2012 0:00,
2001,CT,Connecticut,Nutrition,Appropriations,Community,An Act Concerning Appropriations<br>,Enacted,H7603D,1,1/1/2001 0:00,
2011,TX,Texas,Nutrition,Access to Healthy Foods,Community,Regulation of Food Sold at Farmers Markets.,Dead,H3387,3,,
2011,MN,Minnesota,Obesity,Body Mass Index (BMI),Community,Transportation,Dead,S1077,3,,
2011,IA,Iowa,Obesity,Food Restrictions,Community,Production and Marketing of Local Foods,Dead,S441,3,,
2010,WA,Washington,Nutrition,Disparities/Equity,Community,Tax Increases,Enacted,BI10,1,1/1/2010 0:00,
2010,HI,Hawaii,Nutrition,Fruits and Vegetables,Restaurant/Retail,Taro Security,Enacted,H2832,1,1/1/2010 0:00,
2009,PA,Pennsylvania,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Education Code,Dead,H1572,3,,
2009,MS,Mississippi,Obesity,Health Insurance Coverage,Medical and/or Hospital,Health Insurance Policies,Dead,H1596,3,,
2012,WV,West Virginia,Nutrition,Nutrition Standards,Early Care and Education,Family Child Care Facility Licensing Requirements<br>,Enacted,5840,1,1/1/2012 0:00,
2010,TX,Texas,Obesity,Disparities/Equity,Early Care and Education,Developmental Activities And Activity Plan,Enacted,R18457,1,1/1/2010 0:00,
2010,PA,Pennsylvania,Obesity,Appropriations,Community,Appropriation Bill,Enacted,H2279,1,1/1/2010 0:00,
2001,NY,New York,Physical Activity,Pedestrians/Walking,Community,Pedestrian Accident Reporting,Enacted,S2221,1,1/1/2001 0:00,
2005,MI,Michigan,Obesity,Health Insurance Coverage,Community,Nonprofit Wellness Coverage Rebate,Enacted,S849,1,1/1/2005 0:00,
2009,MA,Massachusetts,Obesity,Food Restrictions,School/After School,Healthy School Meals,Dead,H448,3,,
2011,NH,New Hampshire,Obesity,Appropriations,Community,Franconia Notch Forest Reservation,Dead,H33,3,,
2010,NJ,New Jersey,Nutrition,Farm Direct Foods,Community,Economic Development Promotion Act,Dead,A2522,3,,
2011,NY,New York,Nutrition,Incentives,Medical and/or Hospital,Health Insurers,Dead,A3133,3,,
2010,ME,Maine,Nutrition,Farmers Markets,Community,Farmers Market,Enacted,H1124,1,1/1/2010 0:00,
2007,ME,Maine,Physical Activity,Appropriations,Community,Passenger Rail Funding,Enacted,H1403,1,1/1/2007 0:00,
2013,NY,New York,Nutrition,Fruits and Vegetables,Community,Amending the Agriculture and Markets Law,Enacted,SB2438,1,12/18/2013 0:00,1/1/2014 0:00
2010,WA,Washington,Nutrition,Farm Direct Foods,Restaurant/Retail,Property Tax Exemption,Enacted,H2402,1,1/1/2010 0:00,
2015,TX,Texas,Nutrition,Media Campaigns,Community,Department of Agriculture Initiatives,Introduced,SB1476,0,,
2009,CO,Colorado,Physical Activity,Physical Activity Requirements,School/After School,Facility Guidelines,Enacted,R10186,1,1/1/2009 0:00,
2011,RI,Rhode Island,Nutrition,Task Forces/Councils,Community,Special Legislative Commission,Enacted,H6260,1,1/1/2011 0:00,
2011,NY,New York,Nutrition,Agriculture and Farming,Community,Commissioner of Economic Development,Dead,S2700,3,,
2005,HI,Hawaii,Physical Activity,Bicycling,Community,Budget Bill,Enacted,H1900,1,1/1/2005 0:00,
2009,FL,Florida,Nutrition,Appropriations,School/After School,Food Service Responsibilities,Enacted,R34671,1,1/1/2009 0:00,
2011,TX,Texas,Physical Activity,"Parks, Recreation and Trails",Community,Specific Management District Creation and Tax,Dead,H425,3,,
2011,MN,Minnesota,Physical Activity,Appropriations,Community,Capital Investment,Dead,H1499,3,,
2011,RI,Rhode Island,Physical Activity,Pedestrians/Walking,Community,Land Development,Enacted,R4439,1,1/1/2011 0:00,
2010,VT,Vermont,Nutrition,Disparities/Equity,School/After School,Nutrition Assistance Program,Enacted,H408,1,1/1/2010 0:00,
2011,MN,Minnesota,Physical Activity,Liability and Indemnity,School/After School,Health,Dead,H905,3,,
2012,KY,Kentucky,Obesity,Health Insurance Coverage,Work Place,State Employee Health Insurance<br>,Dead,H225,3,1/1/2012 0:00,
2009,OH,Ohio,Physical Activity,Incentives,Community,Bicycle Operators and Passengers Requirement,Dead,H93,3,,
2011,ME,Maine,Obesity,Initiatives and Programs,Community,An Act Relating to Healthy Maine<br>,Dead,H1373,3,1/1/2012 0:00,
2011,MD,Maryland,Nutrition,Appropriations,Community,Food Service Facility,Dead,H1345,3,,
2010,AL,Alabama,Nutrition,Medical Care,Community,Transportation Department,Dead,S161,3,,
2009,MN,Minnesota,Physical Activity,Disparities/Equity,Community,Human Services,Dead,S839,3,,
2009,GA,Georgia,Physical Activity,Public Transportation,School/After School,Regional Planning,Enacted,R5242,1,1/1/2009 0:00,
2010,NJ,New Jersey,Obesity,Appropriations,School/After School,Public School District,Dead,S442,3,,
2011,NY,New York,Nutrition,Healthier Food Retail and Food Deserts,School/After School,Establishing a Community Garden Task Force<br>,Dead,S4906,3,1/1/2012 0:00,
2009,PA,Pennsylvania,Obesity,Appropriations,School/After School,Pupil Transportation,Dead,S350,3,,
2003,RI,Rhode Island,Physical Activity,Task Forces/Councils,School/After School,K-12 Health and Substance Abuse Education,Enacted,S2625,1,1/1/2003 0:00,
2010,MN,Minnesota,Nutrition,Appropriations,Community,Agriculture,Dead,H2678,3,,
2009,OR,Oregon,Nutrition,Farm Direct Foods,Community,Agricultural Development Division,Enacted,S186,1,1/1/2009 0:00,
2010,MA,Massachusetts,Nutrition,Disparities/Equity,Community,Fiscal Year 2011 Budget,Enacted,H4800,1,1/1/2010 0:00,
2009,OR,Oregon,Nutrition,Agriculture and Farming,Restaurant/Retail,Maximum Assessment Cap,Enacted,R30603,1,1/1/2009 0:00,
2007,GA,Georgia,Obesity,Menu Labeling,Restaurant/Retail,Food Service Establishments,Enacted,H1303,1,1/1/2007 0:00,
2009,MA,Massachusetts,Obesity,Appropriations,Restaurant/Retail,Electronic Benefit Transfer Farmers Market Project,Dead,S393,3,,
2011,MS,Mississippi,Physical Activity,Incentives,Community,Sweetened Beverages and Syrups Tax,Dead,S2678,3,,
2009,WA,Washington,Nutrition,Agriculture and Farming,Community,Fiscal Matters for the 2007 2009 Biennium,Enacted,H1694,1,1/1/2009 0:00,
2011,OR,Oregon,Nutrition,Agriculture and Farming,Restaurant/Retail,Nutrition,Dead,H2976,3,,
2009,NY,New York,Nutrition,Medical Care,Community,Smart Growth,Dead,A543,3,,
2011,FL,Florida,Physical Activity,Disparities/Equity,Community,Affordable Housing,Dead,S176,3,,
2010,MS,Mississippi,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Sales Tax,Dead,H1691,3,,
2010,CT,Connecticut,Nutrition,Vending,Restaurant/Retail,Vending Machine Sales,Dead,S177,3,,
2009,TX,Texas,Obesity,Food Restrictions,School/After School,Farm to School Coordination Task Force,Enacted,S1027,1,1/1/2009 0:00,
2010,IL,Illinois,Physical Activity,Bicycling,School/After School,Childhood Obesity,Dead,H4948,3,,
2009,VA,Virginia,Nutrition,Correctional Facilities Farms Programs,Community,Budget Bill,Dead,S850,3,,
2010,LA,Louisiana,Nutrition,Appropriations,Community,Rural Development,Enacted,HCR173,1,1/1/2010 0:00,
2010,LA,Louisiana,Nutrition,Disparities/Equity,Community,An Act Relating to Appropriations,Enacted,H1,1,1/1/2010 0:00,
2011,DE,Delaware,Obesity,Disparities/Equity,Community,Grants In Aid,Enacted,H195,1,1/1/2011 0:00,
2010,ID,Idaho,Nutrition,Agriculture and Farming,Community,Locally Grown Food Productions,Dead,HCR56,3,,
2009,WV,West Virginia,Physical Activity,Bicycling,Community,Patient Centered Medical Homes Pilot Projects,Enacted,S414,1,1/1/2009 0:00,
2009,HI,Hawaii,Nutrition,Farmers Markets,Community,Organic Food Center and Appropriation,Dead,H646,3,,
2009,CT,Connecticut,Obesity,Health Insurance Coverage,Community,Wellness Incentives,Dead,S962,3,,
2011,HI,Hawaii,Nutrition,School Nutrition,School/After School,State and Counties to Allow Properties Structures and B,Dead,SR85,3,,
2010,AL,Alabama,Nutrition,Appropriations,Restaurant/Retail,Government Appropriations,Dead,S303,3,,
2011,NY,New York,Nutrition,Food Security,School/After School,An Act to Amend the New York State Urban Development Corporation Act,Enacted,S614,1,1/1/2011 0:00,
2011,MA,Massachusetts,Nutrition,Farmers Markets,Restaurant/Retail,Labeling of Food,Dead,HD907,3,,
2009,NY,New York,Obesity,Food Restrictions,School/After School,Appropriations for Support of Government,Dead,A16v,3,,
2003,LA,Louisiana,Obesity,Initiatives and Programs,Medical and/or Hospital,House Resolution<br>,Enacted,HR130,1,1/1/2003 0:00,
2017,IL,Illinois,Nutrition,Access to Healthy Foods,Community,FOOD—HEALTHY INCENTIVES PROGRAM—LOCAL,Enacted,SB1367,1,1/20/2017 0:00,1/20/2017 0:00
2010,DC,District of Columbia,Obesity,Disparities/Equity,Community,Department of Parks and Recreation Fitness,Dead,B761,3,,
2009,NC,North Carolina,Nutrition,Appropriations,Community,Local Food Policy Council,Dead,H1163,3,,
2012,NJ,New Jersey,Physical Activity,Built Environment and Street-Scale Design,Community,An Act Establishing the Smart Housing Incentives Act<br>,Dead,A1430,3,1/1/2012 0:00,
2011,PA,Pennsylvania,Physical Activity,Built Environment and Street-Scale Design,Community,Traffic Control Signals,Dead,H1154,3,,
2011,KY,Kentucky,Obesity,Appropriations,Early Care and Education,Legislative Task Force on Childhood Obesity,Enacted,HCR13,1,1/1/2011 0:00,
2011,MN,Minnesota,Nutrition,Liability and Indemnity,Community,Capital Improvements,Dead,S1037,3,,
2010,DC,District of Columbia,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Supermarket Tax Exemptions,Enacted,R1136,1,1/1/2010 0:00,
2010,CA,California,Obesity,Incentives,Community,Taxation: Sweetened Beverages: Pediatric Obesity Fund,Dead,A2100,3,,
2009,NY,New York,Obesity,Health Insurance Coverage,Medical and/or Hospital,Prenatal Care Programs and Services,Enacted,A8397,1,1/1/2009 0:00,
2009,TX,Texas,Physical Activity,Public Transportation,Community,Urban Transportation Authority,Dead,H4335,3,,
2009,WV,West Virginia,Physical Activity,Pedestrians/Walking,School/After School,Governor's Office of Health Enhancement,Dead,S412,3,,
2010,CA,California,Physical Activity,Physical Activity Requirements,School/After School,Education: Childhood Obesity,Dead,A2175,3,,
2010,NC,North Carolina,Nutrition,Appropriations,Community,Supplemental Nutrition Assistance Program,Enacted,S1151,1,1/1/2010 0:00,
2011,KS,Kansas,Obesity,Appropriations,Community,Bicycle Traffic Laws,Dead,H2174,3,,
2010,MD,Maryland,Obesity,Task Forces/Councils,Community,Health Improvement and Disease Prevention Act,Dead,S851,3,,
2010,FL,Florida,Nutrition,Sodium,Restaurant/Retail,Prevention of Obesity,Dead,S2212,3,,
2012,NY,New York,Obesity,Initiatives and Programs,Work Place,An Act Relating to Public Health<br>,Dead,S7115,3,1/1/2012 0:00,
2002,FL,Florida,Physical Activity,Pedestrians/Walking,Community,An Act Relating to Growth Management<br>,Enacted,S1906,1,1/1/2002 0:00,
2010,IL,Illinois,Nutrition,Healthier Food Retail and Food Deserts,Community,Municipal Code,Dead,H5632,3,,
2009,AL,Alabama,Nutrition,Liability and Indemnity,Community,Public Education,Dead,S501,3,,
2011,MT,Montana,Obesity,Liability and Indemnity,Community,Soft Drink and Sugared Beverage Excise Tax,Dead,D1204,3,,
2010,MN,Minnesota,Obesity,Food Restrictions,Community,State Government,Enacted,H2624,1,1/1/2010 0:00,
2009,MS,Mississippi,Physical Activity,Pedestrians/Walking,Community,Permits for Construction/Maintenance of Driveways,Enacted,R11998,1,1/1/2009 0:00,
2009,AR,Arkansas,Obesity,Appropriations,Community,Traffic Control Devices,Dead,H1262,3,,
2011,IL,Illinois,Nutrition,Fruits and Vegetables,Restaurant/Retail,Food Handling Regulation Enforcement Act,Enacted,S840,1,1/1/2011 0:00,
2009,DC,District of Columbia,Obesity,Menu Labeling,Community,View 14 Economic Development,Enacted,B167,1,1/1/2009 0:00,
2009,AL,Alabama,Obesity,Task Forces/Councils,School/After School,Childhood Obesity,Dead,H892,3,,
2002,DC,District of Columbia,Nutrition,Farm Direct Foods,Community,An Act Making Appropriations   <br>,Enacted,PR719,1,1/1/2002 0:00,
2010,WI,Wisconsin,Nutrition,Agriculture and Farming,Restaurant/Retail,Food Produced in This State,Dead,S542,3,,
2010,AL,Alabama,Physical Activity,Bicycling,Community,Motor Vehicles,Dead,H96,3,,
2001,ME,Maine,Nutrition,Agriculture and Farming,School/After School,School Food Service Programs,Enacted,SB376,1,1/1/2001 0:00,
2011,MS,Mississippi,Nutrition,Task Forces/Councils,Medical and/or Hospital,Wellness Council Activities,Dead,S2551,3,,
2011,MA,Massachusetts,Obesity,Appropriations,Community,Charles River Parkways and Parklands Commission,Dead,H2029,3,,
2012,WV,West Virginia,Nutrition,Food Security,Community,Making Appropriations of Public Money out of the Treasury,Dead,H4013,3,1/1/2012 0:00,
2009,MI,Michigan,Obesity,Appropriations,School/After School,Recreational Authorities Act,Dead,H4700,3,,
2005,IL,Illinois,Obesity,Appropriations,School/After School,Spring Mandate Waiver Report,Enacted,S88,1,1/1/2005 0:00,
2011,HI,Hawaii,Obesity,Appropriations,Community,Home Organic Produce Cooperatives,Dead,SCR131,3,,
2009,TX,Texas,Physical Activity,Physical Education Requirements,School/After School,Public School Students and Assessment,Dead,H2880,3,,
2011,UT,Utah,Physical Activity,Bicycling,Community,Bicycle Helmet Requirements,Dead,H342,3,,
2009,CA,California,Nutrition,Agriculture and Farming,School/After School,2009-10 Budget,Dead,A1c,3,,
2011,WY,Wyoming,Nutrition,Access to Healthy Foods,Community,Wyoming Food Freedom Act,Dead,H228,3,,
2009,VT,Vermont,Obesity,Menu Labeling,Community,Land Use,Dead,S99,3,,
2010,DC,District of Columbia,Nutrition,Sodium,School/After School,Healthy Schools,Enacted,B564,1,1/1/2010 0:00,
2011,GA,Georgia,Nutrition,Fruits and Vegetables,Community,Right to Grow Act,Dead,H2,3,,
2011,WA,Washington,Nutrition,Appropriations,School/After School,Sales and Use Tax on Meals,Dead,H2095,3,,
2011,SD,South Dakota,Nutrition,Incentives,Community,Food Sales Tax Refund Program,Enacted,S191,1,1/1/2011 0:00,
2010,OK,Oklahoma,Physical Activity,Built Environment and Street-Scale Design,Community,Zoning for Capitol-Medical Center Improvement,Enacted,R16150,1,1/1/2010 0:00,
2011,OR,Oregon,Physical Activity,Built Environment and Street-Scale Design,School/After School,School Bus Driver Training and Certification,Enacted,R32377,1,1/1/2011 0:00,
2011,IL,Illinois,Nutrition,Vending,Community,Trans Fat Restriction Act,Dead,H1600,3,,
2011,MD,Maryland,Nutrition,Access to Healthy Foods,Community,Food Service Facility,Dead,H1345,3,,
2011,RI,Rhode Island,Obesity,Incentives,Restaurant/Retail,Taxation,Dead,H5432,3,,
2011,MS,Mississippi,Nutrition,Appropriations,Restaurant/Retail,Mississippi Dairy Industry Stabilization Act,Dead,H586,3,,
2013,OR,Oregon,Nutrition,Farmers Markets,Community,Supplemental Assistance to Purchase Food Directly from Farmers,Enacted,HB2992,1,1/1/2013 0:00,1/1/2013 0:00
2011,DC,District of Columbia,Obesity,Appropriations,School/After School,Community Schools,Dead,B45,3,,
2010,HI,Hawaii,Nutrition,Farm Direct Foods,Restaurant/Retail,Government,Dead,S2816,3,,
2011,MT,Montana,Obesity,Appropriations,Community,Study on Reducing Childhood Hunger,Enacted,HJR8,1,1/1/2011 0:00,
2011,MS,Mississippi,Nutrition,Access to Healthy Foods,Restaurant/Retail,Health Foods,Dead,H998,3,,
2009,MD,Maryland,Nutrition,Trans Fats,Restaurant/Retail,Food Service Facilities,Dead,H567,3,,
2011,OK,Oklahoma,Obesity,Menu Labeling,Community,License Discounts For Healthy Restaurants,Dead,S677,3,,
2011,WA,Washington,Obesity,Body Mass Index (BMI),Community,Funds for State Ferry System,Dead,S5698,3,,
2011,MO,Missouri,Nutrition,Agriculture and Farming,Restaurant/Retail,Sewer Service Lines Failure Repair Fee,Dead,H889,3,,
2010,MD,Maryland,Nutrition,Farmers Markets,Restaurant/Retail,Farmers Markets,Dead,H1070,3,,
2009,HI,Hawaii,Nutrition,Point of Purchase Promotion,School/After School,Eleventh Senatorial District,Dead,S1027,3,,
2007,VT,Vermont,Physical Activity,"Parks, Recreation and Trails",Community,Energy Independence,Enacted,S350,1,1/1/2007 0:00,
2011,HI,Hawaii,Obesity,Health Insurance Coverage,Work Place,Tax Credits,Dead,H409,3,,
2010,MS,Mississippi,Nutrition,Healthier Food Retail and Food Deserts,Restaurant/Retail,Sales Tax,Dead,H1692,3,,
2007,MI,Michigan,Nutrition,Incentives,Community,Use Tax Revisions,Enacted,H5556,1,1/1/2007 0:00,
2009,MD,Maryland,Obesity,Menu Labeling,Community,Smart Growth,Dead,S878,3,,
2010,KY,Kentucky,Physical Activity,Appropriations,Community,Transportation Cabinet Financing,Enacted,H3a,1,1/1/2010 0:00,
2009,WA,Washington,Physical Activity,Safe Routes to Schools,School/After School,Economic Stimulus,Dead,S5458,3,,
2009,IL,Illinois,Physical Activity,School Siting,School/After School,School Transportation Limits,Dead,H987,3,,
2011,TX,Texas,Obesity,Appropriations,Work Place,Interagency Obesity Council,Dead,S1454,3,,
2009,IL,Illinois,Obesity,Appropriations,Community,Illinois Public Aid Code,Dead,H884,3,,
2011,NH,New Hampshire,Nutrition,Farm Direct Foods,Restaurant/Retail,Definition of Local,Dead,LSR2226,3,,
2009,KY,Kentucky,Nutrition,Appropriations,Community,Breast Feeding,Dead,S29,3,,
2013,MA,Massachusetts,Obesity,Body Mass Index (BMI),School/After School,Act Relative to Protecting the Privacy of Children,Introduced,HB2024,0,,
2009,WA,Washington,Nutrition,Appropriations,Community,Fiscal Matters for the 2007 2009 Biennium,Enacted,H1694,1,1/1/2009 0:00,
2011,WI,Wisconsin,Nutrition,Initiatives and Programs,Work Place,An Act Relating to Workplace Wellness Programs<br>,Dead,S164,3,1/1/2011 0:00,
2012,NY,New York,Nutrition,Farmers Markets,Community,An Act Making  Appropriations    <br>,Dead,S6253,3,1/1/2012 0:00,
2010,HI,Hawaii,Physical Activity,Pedestrians/Walking,Community,Koloa Community Hapa Trail Volunteer Assistance,Dead,SR47,3,,
2010,NM,New Mexico,Nutrition,Farm Direct Foods,School/After School,New Mexico Grown Food for School Lunches,Dead,S199,3,,
2011,TX,Texas,Obesity,Appropriations,School/After School,Fiscal Matters Related to Public and Higher Education,Dead,H3639,3,,
